index,Year,Region,SUB_REGION,State,County,GDP (Chained $)
0,2001,Southeast,East South Central,Alabama,Autauga,954588000
1,2001,Southeast,East South Central,Alabama,Baldwin,3929753000
2,2001,Southeast,East South Central,Alabama,Barbour,813278000
3,2001,Southeast,East South Central,Alabama,Bibb,292693000
4,2001,Southeast,East South Central,Alabama,Blount,810381000
5,2001,Southeast,East South Central,Alabama,Bullock,239593000
6,2001,Southeast,East South Central,Alabama,Butler,449006000
7,2001,Southeast,East South Central,Alabama,Calhoun,3437327000
8,2001,Southeast,East South Central,Alabama,Chambers,846573000
9,2001,Southeast,East South Central,Alabama,Cherokee,391607000
10,2001,Southeast,East South Central,Alabama,Chilton,624519000
11,2001,Southeast,East South Central,Alabama,Choctaw,628888000
12,2001,Southeast,East South Central,Alabama,Clarke,675411000
13,2001,Southeast,East South Central,Alabama,Clay,320079000
14,2001,Southeast,East South Central,Alabama,Cleburne,271460000
15,2001,Southeast,East South Central,Alabama,Coffee,1011108000
16,2001,Southeast,East South Central,Alabama,Colbert,1902907000
17,2001,Southeast,East South Central,Alabama,Conecuh,298834000
18,2001,Southeast,East South Central,Alabama,Coosa,159400000
19,2001,Southeast,East South Central,Alabama,Covington,962372000
20,2001,Southeast,East South Central,Alabama,Crenshaw,266552000
21,2001,Southeast,East South Central,Alabama,Cullman,2010215000
22,2001,Southeast,East South Central,Alabama,Dale,1943789000
23,2001,Southeast,East South Central,Alabama,Dallas,1282037000
24,2001,Southeast,East South Central,Alabama,DeKalb,1659631000
25,2001,Southeast,East South Central,Alabama,Elmore,1056049000
26,2001,Southeast,East South Central,Alabama,Escambia,1176283000
27,2001,Southeast,East South Central,Alabama,Etowah,2604259000
28,2001,Southeast,East South Central,Alabama,Fayette,391772000
29,2001,Southeast,East South Central,Alabama,Franklin,786450000
30,2001,Southeast,East South Central,Alabama,Geneva,471997000
31,2001,Southeast,East South Central,Alabama,Greene,305880000
32,2001,Southeast,East South Central,Alabama,Hale,275076000
33,2001,Southeast,East South Central,Alabama,Henry,329023000
34,2001,Southeast,East South Central,Alabama,Houston,3768541000
35,2001,Southeast,East South Central,Alabama,Jackson,1544492000
36,2001,Southeast,East South Central,Alabama,Jefferson,37689260000
37,2001,Southeast,East South Central,Alabama,Lamar,359620000
38,2001,Southeast,East South Central,Alabama,Lauderdale,2196451000
39,2001,Southeast,East South Central,Alabama,Lawrence,672420000
40,2001,Southeast,East South Central,Alabama,Lee,3006107000
41,2001,Southeast,East South Central,Alabama,Limestone,2234841000
42,2001,Southeast,East South Central,Alabama,Lowndes,393110000
43,2001,Southeast,East South Central,Alabama,Macon,452226000
44,2001,Southeast,East South Central,Alabama,Madison,12886125000
45,2001,Southeast,East South Central,Alabama,Marengo,621350000
46,2001,Southeast,East South Central,Alabama,Marion,735316000
47,2001,Southeast,East South Central,Alabama,Marshall,2502923000
48,2001,Southeast,East South Central,Alabama,Mobile,14621987000
49,2001,Southeast,East South Central,Alabama,Monroe,801351000
50,2001,Southeast,East South Central,Alabama,Montgomery,11114440000
51,2001,Southeast,East South Central,Alabama,Morgan,4150602000
52,2001,Southeast,East South Central,Alabama,Perry,190109000
53,2001,Southeast,East South Central,Alabama,Pickens,353869000
54,2001,Southeast,East South Central,Alabama,Pike,820505000
55,2001,Southeast,East South Central,Alabama,Randolph,394966000
56,2001,Southeast,East South Central,Alabama,Russell,1131578000
57,2001,Southeast,East South Central,Alabama,St. Clair,1231422000
58,2001,Southeast,East South Central,Alabama,Shelby,5296416000
59,2001,Southeast,East South Central,Alabama,Sumter,315285000
60,2001,Southeast,East South Central,Alabama,Talladega,1922405000
61,2001,Southeast,East South Central,Alabama,Tallapoosa,923328000
62,2001,Southeast,East South Central,Alabama,Tuscaloosa,7328233000
63,2001,Southeast,East South Central,Alabama,Walker,1685890000
64,2001,Southeast,East South Central,Alabama,Washington,782072000
65,2001,Southeast,East South Central,Alabama,Wilcox,372249000
66,2001,Southeast,East South Central,Alabama,Winston,633158000
67,2001,Far West,Pacific,Alaska,Aleutians East,189604000
68,2001,Far West,Pacific,Alaska,Aleutians West,323520000
69,2001,Far West,Pacific,Alaska,Anchorage,16361468000
70,2001,Far West,Pacific,Alaska,Bethel,506600000
71,2001,Far West,Pacific,Alaska,Bristol Bay,84036000
72,2001,Far West,Pacific,Alaska,Denali,174435000
73,2001,Far West,Pacific,Alaska,Dillingham,215343000
74,2001,Far West,Pacific,Alaska,Fairbanks North Star,5882757000
75,2001,Far West,Pacific,Alaska,Haines,72851000
76,2001,Far West,Pacific,Alaska,Juneau,1916495000
77,2001,Far West,Pacific,Alaska,Kenai Peninsula,2485244000
78,2001,Far West,Pacific,Alaska,Ketchikan Gateway,696168000
79,2001,Far West,Pacific,Alaska,Kodiak Island,623210000
80,2001,Far West,Pacific,Alaska,Kusilvak,106667000
81,2001,Far West,Pacific,Alaska,Lake and Peninsula,69236000
82,2001,Far West,Pacific,Alaska,Matanuska-Susitna,1275690000
83,2001,Far West,Pacific,Alaska,Nome,324309000
84,2001,Far West,Pacific,Alaska,North Slope,7203574000
85,2001,Far West,Pacific,Alaska,Northwest Arctic,658749000
86,2001,Far West,Pacific,Alaska,Sitka,392371000
87,2001,Far West,Pacific,Alaska,Southeast Fairbanks,419605000
88,2001,Far West,Pacific,Alaska,Valdez-Cordova,582785000
89,2001,Far West,Pacific,Alaska,Yakutat,29045000
90,2001,Far West,Pacific,Alaska,Yukon-Koyukuk,451742000
91,2001,Southwest,Mountain,Arizona,Apache,2157909000
92,2001,Southwest,Mountain,Arizona,Cochise,3368712000
93,2001,Southwest,Mountain,Arizona,Coconino,4900475000
94,2001,Southwest,Mountain,Arizona,Gila,1424911000
95,2001,Southwest,Mountain,Arizona,Graham,539836000
96,2001,Southwest,Mountain,Arizona,Greenlee,1147227000
97,2001,Southwest,Mountain,Arizona,La Paz,463472000
98,2001,Southwest,Mountain,Arizona,Maricopa,1.45484E+11
99,2001,Southwest,Mountain,Arizona,Mohave,3777791000
100,2001,Southwest,Mountain,Arizona,Navajo,2828465000
101,2001,Southwest,Mountain,Arizona,Pima,31824593000
102,2001,Southwest,Mountain,Arizona,Pinal,4136322000
103,2001,Southwest,Mountain,Arizona,Santa Cruz,1264559000
104,2001,Southwest,Mountain,Arizona,Yavapai,4414231000
105,2001,Southwest,Mountain,Arizona,Yuma,4807277000
106,2001,Southeast,West South Central,Arkansas,Arkansas,727631000
107,2001,Southeast,West South Central,Arkansas,Ashley,781075000
108,2001,Southeast,West South Central,Arkansas,Baxter,964516000
109,2001,Southeast,West South Central,Arkansas,Benton,6663860000
110,2001,Southeast,West South Central,Arkansas,Boone,1031483000
111,2001,Southeast,West South Central,Arkansas,Bradley,261103000
112,2001,Southeast,West South Central,Arkansas,Calhoun,320922000
113,2001,Southeast,West South Central,Arkansas,Carroll,657433000
114,2001,Southeast,West South Central,Arkansas,Chicot,300605000
115,2001,Southeast,West South Central,Arkansas,Clark,693576000
116,2001,Southeast,West South Central,Arkansas,Clay,368674000
117,2001,Southeast,West South Central,Arkansas,Cleburne,454682000
118,2001,Southeast,West South Central,Arkansas,Cleveland,111170000
119,2001,Southeast,West South Central,Arkansas,Columbia,687088000
120,2001,Southeast,West South Central,Arkansas,Conway,473318000
121,2001,Southeast,West South Central,Arkansas,Craighead,2814408000
122,2001,Southeast,West South Central,Arkansas,Crawford,1248295000
123,2001,Southeast,West South Central,Arkansas,Crittenden,1508940000
124,2001,Southeast,West South Central,Arkansas,Cross,426643000
125,2001,Southeast,West South Central,Arkansas,Dallas,186723000
126,2001,Southeast,West South Central,Arkansas,Desha,454734000
127,2001,Southeast,West South Central,Arkansas,Drew,461356000
128,2001,Southeast,West South Central,Arkansas,Faulkner,2161252000
129,2001,Southeast,West South Central,Arkansas,Franklin,407498000
130,2001,Southeast,West South Central,Arkansas,Fulton,144258000
131,2001,Southeast,West South Central,Arkansas,Garland,2501167000
132,2001,Southeast,West South Central,Arkansas,Grant,266697000
133,2001,Southeast,West South Central,Arkansas,Greene,949422000
134,2001,Southeast,West South Central,Arkansas,Hempstead,658864000
135,2001,Southeast,West South Central,Arkansas,Hot Spring,639814000
136,2001,Southeast,West South Central,Arkansas,Howard,554305000
137,2001,Southeast,West South Central,Arkansas,Independence,1625629000
138,2001,Southeast,West South Central,Arkansas,Izard,243434000
139,2001,Southeast,West South Central,Arkansas,Jackson,459869000
140,2001,Southeast,West South Central,Arkansas,Jefferson,3235301000
141,2001,Southeast,West South Central,Arkansas,Johnson,547031000
142,2001,Southeast,West South Central,Arkansas,Lafayette,206194000
143,2001,Southeast,West South Central,Arkansas,Lawrence,379729000
144,2001,Southeast,West South Central,Arkansas,Lee,242283000
145,2001,Southeast,West South Central,Arkansas,Lincoln,247612000
146,2001,Southeast,West South Central,Arkansas,Little River,409004000
147,2001,Southeast,West South Central,Arkansas,Logan,452522000
148,2001,Southeast,West South Central,Arkansas,Lonoke,890188000
149,2001,Southeast,West South Central,Arkansas,Madison,254273000
150,2001,Southeast,West South Central,Arkansas,Marion,232412000
151,2001,Southeast,West South Central,Arkansas,Miller,1199311000
152,2001,Southeast,West South Central,Arkansas,Mississippi,2010224000
153,2001,Southeast,West South Central,Arkansas,Monroe,210893000
154,2001,Southeast,West South Central,Arkansas,Montgomery,148457000
155,2001,Southeast,West South Central,Arkansas,Nevada,196374000
156,2001,Southeast,West South Central,Arkansas,Newton,93954000
157,2001,Southeast,West South Central,Arkansas,Ouachita,551014000
158,2001,Southeast,West South Central,Arkansas,Perry,120658000
159,2001,Southeast,West South Central,Arkansas,Phillips,562874000
160,2001,Southeast,West South Central,Arkansas,Pike,250516000
161,2001,Southeast,West South Central,Arkansas,Poinsett,549095000
162,2001,Southeast,West South Central,Arkansas,Polk,446959000
163,2001,Southeast,West South Central,Arkansas,Pope,2273252000
164,2001,Southeast,West South Central,Arkansas,Prairie,177162000
165,2001,Southeast,West South Central,Arkansas,Pulaski,21629337000
166,2001,Southeast,West South Central,Arkansas,Randolph,339609000
167,2001,Southeast,West South Central,Arkansas,St. Francis,689937000
168,2001,Southeast,West South Central,Arkansas,Saline,1405931000
169,2001,Southeast,West South Central,Arkansas,Scott,244747000
170,2001,Southeast,West South Central,Arkansas,Searcy,124362000
171,2001,Southeast,West South Central,Arkansas,Sebastian,5484488000
172,2001,Southeast,West South Central,Arkansas,Sevier,455064000
173,2001,Southeast,West South Central,Arkansas,Sharp,270142000
174,2001,Southeast,West South Central,Arkansas,Stone,203110000
175,2001,Southeast,West South Central,Arkansas,Union,2191867000
176,2001,Southeast,West South Central,Arkansas,Van Buren,252475000
177,2001,Southeast,West South Central,Arkansas,Washington,6399372000
178,2001,Southeast,West South Central,Arkansas,White,1605453000
179,2001,Southeast,West South Central,Arkansas,Woodruff,225136000
180,2001,Southeast,West South Central,Arkansas,Yell,492958000
181,2001,Far West,Pacific,California,Alameda,80875087000
182,2001,Far West,Pacific,California,Alpine,177684000
183,2001,Far West,Pacific,California,Amador,1342843000
184,2001,Far West,Pacific,California,Butte,6521503000
185,2001,Far West,Pacific,California,Calaveras,1058271000
186,2001,Far West,Pacific,California,Colusa,967544000
187,2001,Far West,Pacific,California,Contra Costa,67545726000
188,2001,Far West,Pacific,California,Del Norte,708451000
189,2001,Far West,Pacific,California,El Dorado,5105266000
190,2001,Far West,Pacific,California,Fresno,28226117000
191,2001,Far West,Pacific,California,Glenn,948244000
192,2001,Far West,Pacific,California,Humboldt,4365131000
193,2001,Far West,Pacific,California,Imperial,5055805000
194,2001,Far West,Pacific,California,Inyo,979923000
195,2001,Far West,Pacific,California,Kern,27590939000
196,2001,Far West,Pacific,California,Kings,4365997000
197,2001,Far West,Pacific,California,Lake,1514181000
198,2001,Far West,Pacific,California,Lassen,965268000
199,2001,Far West,Pacific,California,Los Angeles,4.76894E+11
200,2001,Far West,Pacific,California,Madera,3243485000
201,2001,Far West,Pacific,California,Marin,16442458000
202,2001,Far West,Pacific,California,Mariposa,579474000
203,2001,Far West,Pacific,California,Mendocino,3036641000
204,2001,Far West,Pacific,California,Merced,5912179000
205,2001,Far West,Pacific,California,Modoc,358211000
206,2001,Far West,Pacific,California,Mono,829454000
207,2001,Far West,Pacific,California,Monterey,20838574000
208,2001,Far West,Pacific,California,Napa,7235711000
209,2001,Far West,Pacific,California,Nevada,3153499000
210,2001,Far West,Pacific,California,Orange,1.64133E+11
211,2001,Far West,Pacific,California,Placer,11966865000
212,2001,Far West,Pacific,California,Plumas,879682000
213,2001,Far West,Pacific,California,Riverside,46656432000
214,2001,Far West,Pacific,California,Sacramento,61044756000
215,2001,Far West,Pacific,California,San Benito,1611766000
216,2001,Far West,Pacific,California,San Bernardino,53931466000
217,2001,Far West,Pacific,California,San Diego,1.43669E+11
218,2001,Far West,Pacific,California,San Francisco,91647131000
219,2001,Far West,Pacific,California,San Joaquin,20555381000
220,2001,Far West,Pacific,California,San Luis Obispo,10845071000
221,2001,Far West,Pacific,California,San Mateo,53159696000
222,2001,Far West,Pacific,California,Santa Barbara,17970393000
223,2001,Far West,Pacific,California,Santa Clara,1.16251E+11
224,2001,Far West,Pacific,California,Santa Cruz,10889651000
225,2001,Far West,Pacific,California,Shasta,6068052000
226,2001,Far West,Pacific,California,Sierra,204998000
227,2001,Far West,Pacific,California,Siskiyou,1421077000
228,2001,Far West,Pacific,California,Solano,14661173000
229,2001,Far West,Pacific,California,Sonoma,20599198000
230,2001,Far West,Pacific,California,Stanislaus,15649404000
231,2001,Far West,Pacific,California,Sutter,2509602000
232,2001,Far West,Pacific,California,Tehama,1467612000
233,2001,Far West,Pacific,California,Trinity,403626000
234,2001,Far West,Pacific,California,Tulare,11328614000
235,2001,Far West,Pacific,California,Tuolumne,1823072000
236,2001,Far West,Pacific,California,Ventura,36062695000
237,2001,Far West,Pacific,California,Yolo,9286970000
238,2001,Far West,Pacific,California,Yuba,2153733000
239,2001,Rocky Mountain,Mountain,Colorado,Adams,14209203000
240,2001,Rocky Mountain,Mountain,Colorado,Alamosa,543602000
241,2001,Rocky Mountain,Mountain,Colorado,Arapahoe,35243772000
242,2001,Rocky Mountain,Mountain,Colorado,Archuleta,382428000
243,2001,Rocky Mountain,Mountain,Colorado,Baca,186174000
244,2001,Rocky Mountain,Mountain,Colorado,Bent,166722000
245,2001,Rocky Mountain,Mountain,Colorado,Boulder,17964928000
246,2001,Rocky Mountain,Mountain,Colorado,Chaffee,489681000
247,2001,Rocky Mountain,Mountain,Colorado,Cheyenne,197702000
248,2001,Rocky Mountain,Mountain,Colorado,Clear Creek,430974000
249,2001,Rocky Mountain,Mountain,Colorado,Conejos,141731000
250,2001,Rocky Mountain,Mountain,Colorado,Costilla,89539000
251,2001,Rocky Mountain,Mountain,Colorado,Crowley,173962000
252,2001,Rocky Mountain,Mountain,Colorado,Custer,105742000
253,2001,Rocky Mountain,Mountain,Colorado,Delta,809063000
254,2001,Rocky Mountain,Mountain,Colorado,Denver,56333969000
255,2001,Rocky Mountain,Mountain,Colorado,Dolores,36670000
256,2001,Rocky Mountain,Mountain,Colorado,Douglas,6143551000
257,2001,Rocky Mountain,Mountain,Colorado,Eagle,3128551000
258,2001,Rocky Mountain,Mountain,Colorado,Elbert,364971000
259,2001,Rocky Mountain,Mountain,Colorado,El Paso,23513723000
260,2001,Rocky Mountain,Mountain,Colorado,Fremont,1212015000
261,2001,Rocky Mountain,Mountain,Colorado,Garfield,2127584000
262,2001,Rocky Mountain,Mountain,Colorado,Gilpin,562207000
263,2001,Rocky Mountain,Mountain,Colorado,Grand,633056000
264,2001,Rocky Mountain,Mountain,Colorado,Gunnison,1008856000
265,2001,Rocky Mountain,Mountain,Colorado,Hinsdale,35779000
266,2001,Rocky Mountain,Mountain,Colorado,Huerfano,244567000
267,2001,Rocky Mountain,Mountain,Colorado,Jackson,51719000
268,2001,Rocky Mountain,Mountain,Colorado,Jefferson,23465301000
269,2001,Rocky Mountain,Mountain,Colorado,Kiowa,104900000
270,2001,Rocky Mountain,Mountain,Colorado,Kit Carson,330723000
271,2001,Rocky Mountain,Mountain,Colorado,Lake,172409000
272,2001,Rocky Mountain,Mountain,Colorado,La Plata,2691594000
273,2001,Rocky Mountain,Mountain,Colorado,Larimer,10335151000
274,2001,Rocky Mountain,Mountain,Colorado,Las Animas,506579000
275,2001,Rocky Mountain,Mountain,Colorado,Lincoln,171617000
276,2001,Rocky Mountain,Mountain,Colorado,Logan,874051000
277,2001,Rocky Mountain,Mountain,Idaho,Owyhee,284210000
278,2001,Rocky Mountain,Mountain,Idaho,Payette,444089000
279,2001,Rocky Mountain,Mountain,Idaho,Power,539405000
280,2001,Rocky Mountain,Mountain,Idaho,Shoshone,402908000
281,2001,Rocky Mountain,Mountain,Idaho,Teton,143250000
282,2001,Rocky Mountain,Mountain,Idaho,Twin Falls,2218008000
283,2001,Rocky Mountain,Mountain,Idaho,Valley,275599000
284,2001,Rocky Mountain,Mountain,Idaho,Washington,296314000
285,2001,Great Lakes,East North Central,Illinois,Adams,2546983000
286,2001,Great Lakes,East North Central,Illinois,Alexander,199926000
287,2001,Great Lakes,East North Central,Illinois,Bond,428292000
288,2001,Great Lakes,East North Central,Illinois,Boone,1212899000
289,2001,Great Lakes,East North Central,Illinois,Brown,253620000
290,2001,Great Lakes,East North Central,Illinois,Bureau,1162687000
291,2001,Great Lakes,East North Central,Illinois,Calhoun,104559000
292,2001,Great Lakes,East North Central,Illinois,Carroll,470442000
293,2001,Great Lakes,East North Central,Illinois,Cass,528305000
294,2001,Great Lakes,East North Central,Illinois,Champaign,8267119000
295,2001,Great Lakes,East North Central,Illinois,Christian,1246739000
296,2001,Great Lakes,East North Central,Illinois,Clark,340804000
297,2001,Great Lakes,East North Central,Illinois,Clay,432470000
298,2001,Great Lakes,East North Central,Illinois,Clinton,951378000
299,2001,Great Lakes,East North Central,Illinois,Coles,2022881000
300,2001,Great Lakes,East North Central,Illinois,Cook,3.24513E+11
301,2001,Great Lakes,East North Central,Illinois,Crawford,2150208000
302,2001,Great Lakes,East North Central,Illinois,Cumberland,238470000
303,2001,Great Lakes,East North Central,Illinois,DeKalb,2833423000
304,2001,Great Lakes,East North Central,Illinois,De Witt,889535000
305,2001,Great Lakes,East North Central,Illinois,Douglas,790901000
306,2001,Great Lakes,East North Central,Illinois,DuPage,66168658000
307,2001,Great Lakes,East North Central,Illinois,Edgar,670589000
308,2001,Great Lakes,East North Central,Illinois,Edwards,210658000
309,2001,Great Lakes,East North Central,Illinois,Effingham,1485280000
310,2001,Great Lakes,East North Central,Illinois,Fayette,517158000
311,2001,Great Lakes,East North Central,Illinois,Ford,460454000
312,2001,Great Lakes,East North Central,Illinois,Franklin,887967000
313,2001,Great Lakes,East North Central,Illinois,Fulton,787791000
314,2001,Great Lakes,East North Central,Illinois,Gallatin,242436000
315,2001,Great Lakes,East North Central,Illinois,Greene,315092000
316,2001,Great Lakes,East North Central,Illinois,Grundy,2564047000
317,2001,Great Lakes,East North Central,Illinois,Hamilton,160134000
318,2001,Great Lakes,East North Central,Illinois,Hancock,484315000
319,2001,Great Lakes,East North Central,Illinois,Hardin,118260000
320,2001,Great Lakes,East North Central,Illinois,Henderson,148605000
321,2001,Great Lakes,East North Central,Illinois,Henry,1159928000
322,2001,Great Lakes,East North Central,Illinois,Iroquois,789752000
323,2001,Great Lakes,East North Central,Illinois,Jackson,2271333000
324,2001,Great Lakes,East North Central,Illinois,Jasper,529838000
325,2001,Great Lakes,East North Central,Illinois,Jefferson,1567380000
326,2001,Great Lakes,East North Central,Illinois,Jersey,411292000
327,2001,Great Lakes,East North Central,Illinois,Jo Daviess,681735000
328,2001,Great Lakes,East North Central,Illinois,Johnson,216325000
329,2001,Great Lakes,East North Central,Illinois,Kane,17747972000
330,2001,Great Lakes,East North Central,Illinois,Kankakee,3545397000
331,2001,Great Lakes,East North Central,Illinois,Kendall,1660665000
332,2001,Great Lakes,East North Central,Illinois,Knox,1880581000
333,2001,Great Lakes,East North Central,Illinois,Lake,41573703000
334,2001,Great Lakes,East North Central,Illinois,LaSalle,4757378000
335,2001,Great Lakes,East North Central,Illinois,Lawrence,392802000
336,2001,Great Lakes,East North Central,Illinois,Lee,1136047000
337,2001,Great Lakes,East North Central,Illinois,Livingston,1419574000
338,2001,Great Lakes,East North Central,Illinois,Logan,785757000
339,2001,Great Lakes,East North Central,Illinois,McDonough,1064781000
340,2001,Great Lakes,East North Central,Illinois,McHenry,8496487000
341,2001,Great Lakes,East North Central,Illinois,McLean,8740717000
342,2001,Great Lakes,East North Central,Illinois,Macon,5566661000
343,2001,Great Lakes,East North Central,Illinois,Macoupin,1180750000
344,2001,Great Lakes,East North Central,Illinois,Madison,11155639000
345,2001,Great Lakes,East North Central,Illinois,Marion,1235806000
346,2001,Great Lakes,East North Central,Illinois,Marshall,354781000
347,2001,Great Lakes,East North Central,Illinois,Mason,464951000
348,2001,Great Lakes,East North Central,Illinois,Massac,896449000
349,2001,Great Lakes,East North Central,Illinois,Menard,242618000
350,2001,Great Lakes,East North Central,Illinois,Mercer,309242000
351,2001,Great Lakes,East North Central,Illinois,Monroe,602855000
352,2001,Great Lakes,East North Central,Illinois,Montgomery,1098482000
353,2001,Great Lakes,East North Central,Illinois,Morgan,1323478000
354,2001,Great Lakes,East North Central,Illinois,Moultrie,443320000
355,2001,Great Lakes,East North Central,Illinois,Ogle,2357852000
356,2001,Great Lakes,East North Central,Illinois,Peoria,9068425000
357,2001,Great Lakes,East North Central,Illinois,Perry,512817000
358,2001,Great Lakes,East North Central,Illinois,Piatt,396960000
359,2001,Great Lakes,East North Central,Illinois,Pike,419782000
360,2001,Great Lakes,East North Central,Illinois,Pope,77164000
361,2001,Great Lakes,East North Central,Illinois,Pulaski,174830000
362,2001,Great Lakes,East North Central,Illinois,Putnam,268174000
363,2001,Great Lakes,East North Central,Illinois,Randolph,1620150000
364,2001,Great Lakes,East North Central,Illinois,Richland,528552000
365,2001,Great Lakes,East North Central,Illinois,Rock Island,8419787000
366,2001,Great Lakes,East North Central,Illinois,St. Clair,8631841000
367,2001,Great Lakes,East North Central,Illinois,Saline,1168835000
368,2001,Great Lakes,East North Central,Illinois,Sangamon,9669824000
369,2001,Great Lakes,East North Central,Illinois,Schuyler,211619000
370,2001,Great Lakes,East North Central,Illinois,Scott,153778000
371,2001,Great Lakes,East North Central,Illinois,Shelby,515585000
372,2001,Great Lakes,East North Central,Illinois,Stark,168643000
373,2001,Great Lakes,East North Central,Illinois,Stephenson,1674506000
374,2001,Great Lakes,East North Central,Illinois,Tazewell,6065859000
375,2001,Great Lakes,East North Central,Illinois,Union,431679000
376,2001,Great Lakes,East North Central,Illinois,Vermilion,2804349000
377,2001,Great Lakes,East North Central,Illinois,Wabash,411322000
378,2001,Great Lakes,East North Central,Illinois,Warren,535325000
379,2001,Great Lakes,East North Central,Illinois,Washington,465125000
380,2001,Great Lakes,East North Central,Illinois,Wayne,322893000
381,2001,Great Lakes,East North Central,Illinois,White,504014000
382,2001,Great Lakes,East North Central,Illinois,Whiteside,1666288000
383,2001,Great Lakes,East North Central,Illinois,Will,17731103000
384,2001,Great Lakes,East North Central,Illinois,Williamson,1978591000
385,2001,Great Lakes,East North Central,Illinois,Winnebago,11784030000
386,2001,Great Lakes,East North Central,Illinois,Woodford,855421000
387,2001,Great Lakes,East North Central,Indiana,Adams,1122771000
388,2001,Great Lakes,East North Central,Indiana,Allen,14612671000
389,2001,Great Lakes,East North Central,Indiana,Bartholomew,3515083000
390,2001,Great Lakes,East North Central,Indiana,Benton,246348000
391,2001,Great Lakes,East North Central,Indiana,Blackford,327764000
392,2001,Great Lakes,East North Central,Indiana,Boone,1312836000
393,2001,Great Lakes,East North Central,Indiana,Brown,242524000
394,2001,Great Lakes,East North Central,Indiana,Carroll,534864000
395,2001,Great Lakes,East North Central,Indiana,Cass,1218353000
396,2001,Great Lakes,East North Central,Indiana,Clark,3494363000
397,2001,Great Lakes,East North Central,Indiana,Clay,526609000
398,2001,Great Lakes,East North Central,Indiana,Clinton,1189468000
399,2001,Great Lakes,East North Central,Indiana,Crawford,169750000
400,2001,Great Lakes,East North Central,Indiana,Daviess,926199000
401,2001,Great Lakes,East North Central,Indiana,Dearborn,1583535000
402,2001,Great Lakes,East North Central,Indiana,Decatur,981201000
403,2001,Great Lakes,East North Central,Indiana,DeKalb,1867595000
404,2001,Great Lakes,East North Central,Indiana,Delaware,3913738000
405,2001,Great Lakes,East North Central,Indiana,Dubois,2049363000
406,2001,Great Lakes,East North Central,Indiana,Elkhart,7863219000
407,2001,Great Lakes,East North Central,Indiana,Fayette,752039000
408,2001,Great Lakes,East North Central,Indiana,Floyd,2082314000
409,2001,Great Lakes,East North Central,Indiana,Fountain,403955000
410,2001,Great Lakes,East North Central,Indiana,Franklin,456000000
411,2001,Great Lakes,East North Central,Indiana,Fulton,551309000
412,2001,Great Lakes,East North Central,Indiana,Gibson,1682281000
413,2001,Great Lakes,East North Central,Indiana,Grant,2050557000
414,2001,Great Lakes,East North Central,Indiana,Greene,625328000
415,2001,Great Lakes,East North Central,Indiana,Hamilton,8879925000
416,2001,Great Lakes,East North Central,Indiana,Hancock,1464248000
417,2001,Great Lakes,East North Central,Indiana,Harrison,942837000
418,2001,Great Lakes,East North Central,Indiana,Hendricks,2806450000
419,2001,Great Lakes,East North Central,Indiana,Henry,1131298000
420,2001,Great Lakes,East North Central,Indiana,Howard,3306437000
421,2001,Great Lakes,East North Central,Indiana,Huntington,1029660000
422,2001,Great Lakes,East North Central,Indiana,Jackson,1437997000
423,2001,Great Lakes,East North Central,Indiana,Jasper,1210338000
424,2001,Great Lakes,East North Central,Indiana,Jay,586611000
425,2001,Great Lakes,East North Central,Indiana,Jefferson,1107724000
426,2001,Great Lakes,East North Central,Indiana,Jennings,613817000
427,2001,Great Lakes,East North Central,Indiana,Johnson,2912131000
428,2001,Great Lakes,East North Central,Indiana,Knox,1418910000
429,2001,Great Lakes,East North Central,Indiana,Kosciusko,3783685000
430,2001,Great Lakes,East North Central,Indiana,LaGrange,904680000
431,2001,Great Lakes,East North Central,Indiana,Lake,20466309000
432,2001,Great Lakes,East North Central,Indiana,LaPorte,3855481000
433,2001,Great Lakes,East North Central,Indiana,Lawrence,1208578000
434,2001,Great Lakes,East North Central,Indiana,Madison,3667936000
435,2001,Great Lakes,East North Central,Indiana,Marion,70800606000
436,2001,Great Lakes,East North Central,Indiana,Marshall,1379083000
437,2001,Great Lakes,East North Central,Indiana,Martin,701367000
438,2001,Great Lakes,East North Central,Indiana,Miami,868799000
439,2001,Great Lakes,East North Central,Indiana,Monroe,4613710000
440,2001,Great Lakes,East North Central,Indiana,Montgomery,1388192000
441,2001,Great Lakes,East North Central,Indiana,Morgan,1154509000
442,2001,Great Lakes,East North Central,Indiana,Newton,318972000
443,2001,Great Lakes,East North Central,Indiana,Noble,1345855000
444,2001,Great Lakes,East North Central,Indiana,Ohio,294882000
445,2001,Great Lakes,East North Central,Indiana,Orange,463771000
446,2001,Great Lakes,East North Central,Indiana,Owen,364262000
447,2001,Great Lakes,East North Central,Indiana,Parke,287802000
448,2001,Great Lakes,East North Central,Indiana,Perry,468921000
449,2001,Great Lakes,East North Central,Indiana,Pike,780984000
450,2001,Great Lakes,East North Central,Indiana,Porter,4836013000
451,2001,Great Lakes,East North Central,Indiana,Posey,2108893000
452,2001,Great Lakes,East North Central,Indiana,Pulaski,396722000
453,2001,Great Lakes,East North Central,Indiana,Putnam,865267000
454,2001,Great Lakes,East North Central,Indiana,Randolph,634073000
455,2001,Great Lakes,East North Central,Indiana,Ripley,1185964000
456,2001,Great Lakes,East North Central,Indiana,Rush,506093000
457,2001,Great Lakes,East North Central,Indiana,St. Joseph,10676550000
458,2001,Great Lakes,East North Central,Indiana,Scott,544694000
